matricule;date;quantite;fournisseur;typePaiement;note;station
1139;20/07/2023 15:02;337.53;0;1407023587;3;94
2530;20/07/2023 14:36;36.04;0;1407004596;0;0
2559;20/07/2023 14:06;98.24;0;1407004726;3;94
2507;20/07/2023 18:01;19.8;0;1407004592;0;51
2478;20/07/2023 17:06;18.61;0;1407054290;0;90
2537;20/07/2023 20:49;30.23;0;1407040611;3;95
2529;21/07/2023 00:26;41.58;0;1407008328;0;100
2394;21/07/2023 06:23;100.76;0;1407020802;3;96
2549;21/07/2023 02:36;60.2;0;1407024331;0;28
2558;21/07/2023 10:29;37.62;0;1407004595;0;93
837708;21/07/2023 09:41;37.62;0;1407062403;0;100
2602;20/07/2023 12:40;27.72;0;1407004594;0;87
932;19/07/2023 10:29;29.7;0;1407022663;0;29
230;17/07/2023 17:09;67.25;0;1407018303;3;29
2374;21/07/2023 13:28;31.68;0;1407022474;0;3
2522;21/07/2023 13:17;48.95;0;1407009157;0;102
2487;21/07/2023 11:51;39.6;0;1407022475;0;99
1234;21/07/2023 15:03;119.9;0;1407004727;3;76
2507;21/07/2023 17:19;39.6;0;1407004592;0;51
230;21/07/2023 17:02;68.06;0;1407018303;3;29
2394;21/07/2023 18:43;125.94;0;1407020802;3;94
2539;21/07/2023 19:38;28.51;0;1407018026;0;98
2834;22/07/2023 02:39;25.74;0;1407046036;0;14
1889;22/07/2023 08:59;35.37;0;1407025486;4;94
817356;22/07/2023 08:50;12.28;0;1407004738;0;93
2602;22/07/2023 11:15;30.1;0;1407004594;0;13
2602;22/07/2023 11:14;21.78;0;1407004594;0;13
1624;22/07/2023 13:49;59.41;0;1407004711;0;94
837708;22/07/2023 17:17;9.9;0;1407062403;0;100
294;22/07/2023 15:59;74.06;0;1407020803;3;72
2602;23/07/2023 07:58;22.57;0;1407004594;0;109
2532;23/07/2023 11:34;36.28;0;1407026665;4;97
2602;23/07/2023 10:54;17.82;0;1407004594;0;99
2558;24/07/2023 10:21;37.23;0;1407004595;0;102
2394;24/07/2023 08:25;100.76;0;1407020802;3;93
817369;24/07/2023 05:36;59.68;0;1407004729;4;113
2537;24/07/2023 15:16;15.11;0;1407040611;3;95
2522;24/07/2023 22:23;29.31;0;1407009157;0;37
2374;24/07/2023 18:38;19.8;0;1407022474;0;25
2476;25/07/2023 00:24;38.1;0;1407022662;4;94
2504;24/07/2023 20:40;30.5;0;1407004598;0;113
2507;25/07/2023 12:29;39.6;0;1407004592;0;98
932;21/07/2023 20:06;21.78;0;1407022663;0;47
2558;25/07/2023 22:28;31.29;0;1407004595;0;68
2834;25/07/2023 20:48;31.68;0;1407046036;0;24
817371;25/07/2023 20:45;57.03;0;1407021295;0;96
837708;25/07/2023 22:58;41.19;0;1407062403;0;51
2530;26/07/2023 09:46;31.68;0;1407004596;0;99
2532;26/07/2023 13:22;43.54;0;1407026665;4;98
2544;26/07/2023 12:56;50.38;0;1407040610;3;93
2529;26/07/2023 12:19;26.14;0;1407008328;0;117
1139;26/07/2023 10:37;342.57;0;1407023587;3;94
218;26/07/2023 16:14;20.15;0;1407004717;3;18
2559;26/07/2023 15:18;141.06;0;1407004726;3;94
2487;26/07/2023 14:46;39.6;0;1407022475;0;99
2550;26/07/2023 14:12;120.91;0;1407045629;3;93
837709;26/07/2023 14:11;40.3;0;1407022917;3;94
2539;26/07/2023 13:48;27.45;0;1407018026;0;94
837710;26/07/2023 17:01;38.1;0;1407058655;4;84
1889;27/07/2023 09:20;37.19;0;1407025486;4;90
929;27/07/2023 08:44;72.04;0;1407004714;3;87
817397;27/07/2023 08:50;19.8;0;1407004720;0;96
1234;27/07/2023 07:38;56.93;0;1407004727;3;108
2502;27/07/2023 13:14;25.19;0;1407062407;3;94
2544;27/07/2023 12:18;118.39;0;1407040610;3;94
2530;27/07/2023 10:53;29.7;0;1407004596;0;112
2537;27/07/2023 16:03;27.2;0;1407040611;3;95
1609;27/07/2023 14:11;15.11;0;1407004708;3;93
2394;27/07/2023 18:36;151.13;0;1407020802;3;94
230;27/07/2023 16:55;70.53;0;1407018303;3;29
837708;28/07/2023 10:09;19.8;0;1407062403;0;94
2558;28/07/2023 08:40;0.4;0;1407004595;0;93
2558;28/07/2023 08:42;28.12;0;1407004595;0;93
1609;28/07/2023 11:17;30.23;0;1407004708;3;18
2374;28/07/2023 10:46;25.74;0;1407022474;0;25
2550;28/07/2023 12:42;93.2;0;1407045629;3;94
2507;28/07/2023 15:50;39.6;0;1407004592;0;98
1139;28/07/2023 15:20;347.61;0;1407023587;3;94
294;28/07/2023 15:02;75.57;0;1407020803;3;72
2559;28/07/2023 14:41;103.27;0;1407004726;3;94
2522;28/07/2023 17:18;35.64;0;1407009157;0;98
2602;28/07/2023 22:57;27.72;0;1407004594;0;38
2532;29/07/2023 13:31;36.28;0;1407026665;4;98
1609;29/07/2023 12:36;45.34;0;1407004708;3;94
932;29/07/2023 12:29;27.13;0;1407022663;0;122
2834;29/07/2023 12:17;30.1;0;1407046036;0;122
2537;29/07/2023 11:13;18.14;0;1407040611;3;95
2487;29/07/2023 09:18;41.58;0;1407022475;0;113
1111;29/07/2023 14:48;81.11;0;1407004713;3;94
2544;29/07/2023 14:28;75.57;0;1407040610;3;96
2529;29/07/2023 17:13;23.76;0;1407008328;0;38
2549;29/07/2023 17:12;62.02;0;1407024331;0;97
2394;29/07/2023 16:47;151.13;0;1407020802;3;94
817371;29/07/2023 21:39;59.41;0;1407021295;0;100
837708;29/07/2023 22:50;43.56;0;1407062403;0;100
2539;30/07/2023 11:04;25.74;0;1407018026;0;96
2558;30/07/2023 19:51;29.9;0;1407004595;0;38
2504;31/07/2023 00:52;35.64;0;1407004598;0;94
230;31/07/2023 10:37;73.95;0;1407018303;3;84
218;31/07/2023 10:32;55.42;0;1407004717;3;89
929;31/07/2023 09:35;70.03;0;1407004714;3;13
2530;31/07/2023 09:31;33.27;0;1407004596;0;99
2515;31/07/2023 07:54;163.73;0;1407004707;3;7
2549;31/07/2023 12:28;47.52;0;1407024331;0;99
1609;31/07/2023 11:03;49.87;0;1407004708;3;12
837710;31/07/2023 14:01;37.64;0;1407058655;4;65
2487;31/07/2023 13:53;31.68;0;1407022475;0;117
2834;31/07/2023 13:04;20.99;0;1407046036;0;50
1889;31/07/2023 16:09;37.64;0;1407025486;4;94
2559;31/07/2023 15:19;100.76;0;1407004726;3;94
2550;31/07/2023 14:00;93.2;0;1407045629;3;93
2394;31/07/2023 18:40;100.76;0;1407020802;3;56
2529;31/07/2023 21:20;29.31;0;1407008328;0;100
2834;31/07/2023 23:19;40.0;0;1407046036;0;122
1139;01/08/2023 07:05;342.57;0;1407023587;3;94
817374;01/08/2023 06:41;31.68;0;1407004737;0;90
817367;01/08/2023 09:51;52.28;0;1407027605;0;96
817371;01/08/2023 09:18;43.56;0;1407021295;0;104
1624;01/08/2023 08:57;55.45;0;1407004711;0;94
2478;01/08/2023 08:39;39.6;0;1407054290;0;89
1609;01/08/2023 12:48;42.82;0;1407004708;3;93
2507;01/08/2023 12:28;39.6;0;1407004592;0;98
929;01/08/2023 12:26;65.49;0;1407004714;3;48
230;01/08/2023 12:18;59.45;0;1407018303;3;59
2544;01/08/2023 10:58;75.57;0;1407040610;3;93
817356;01/08/2023 10:35;27.72;0;1407004738;0;93
294;01/08/2023 14:23;71.54;0;1407020803;3;87
2602;01/08/2023 14:24;30.89;0;1407004594;0;99
2537;01/08/2023 15:52;44.33;0;1407040611;3;95
2476;01/08/2023 15:14;39.46;0;1407022662;4;89
2394;01/08/2023 17:34;75.57;0;1407020802;3;94
2522;01/08/2023 19:13;37.62;0;1407009157;0;98
2558;01/08/2023 22:28;38.69;0;1407004595;0;90
2530;02/08/2023 09:55;39.6;0;1407004596;0;99
1609;02/08/2023 08:32;20.15;0;1407004708;3;18
230;02/08/2023 07:50;40.3;0;1407018303;3;108
2550;02/08/2023 12:37;133.5;0;1407045629;3;94
2515;02/08/2023 10:39;186.4;0;1407004707;3;99
2532;02/08/2023 14:06;43.54;0;1407026665;4;96
932;02/08/2023 13:52;21.78;0;1407022663;0;109
230;02/08/2023 15:37;57.93;0;1407018303;3;5
1139;02/08/2023 15:40;342.57;0;1407023587;3;94
2559;02/08/2023 14:52;93.2;0;1407004726;3;94
2472;03/08/2023 10:22;39.46;0;1407044677;4;94
1234;03/08/2023 10:20;112.85;0;1407004727;3;87
2539;03/08/2023 10:17;30.1;0;1407018026;0;89
817359;03/08/2023 09:54;30.23;0;1407022916;3;94
929;03/08/2023 07:41;46.85;0;1407004714;3;87
2507;03/08/2023 07:20;19.8;0;1407004592;0;98
2394;03/08/2023 18:58;100.76;0;1407020802;3;94
1609;03/08/2023 14:32;55.42;0;1407004708;3;93
2487;03/08/2023 13:52;42.38;0;1407022475;0;113
929;04/08/2023 07:12;58.94;0;1407004714;3;87
2530;04/08/2023 10:04;39.6;0;1407004596;0;99
1609;04/08/2023 11:13;35.26;0;1407004708;3;18
2544;04/08/2023 13:20;136.02;0;1407040610;3;94
2544;04/08/2023 13:20;133.75;0;1407040610;3;94
2550;04/08/2023 13:06;107.81;0;1407045629;3;93
1624;04/08/2023 12:41;55.45;0;1407004711;0;93
230;04/08/2023 16:20;73.05;0;1407018303;3;29
837708;04/08/2023 16:01;43.56;0;1407062403;0;98
2537;04/08/2023 15:21;25.19;0;1407040611;3;95
929;04/08/2023 14:27;66.5;0;1407004714;3;57
2559;04/08/2023 14:13;83.63;0;1407004726;3;94
2558;04/08/2023 13:07;19.8;0;1407004595;0;90
817397;05/08/2023 00:38;19.8;0;1407004720;0;96
2504;04/08/2023 23:36;37.23;0;1407004598;0;94
2539;05/08/2023 07:29;7.92;0;1407018026;0;99
2515;05/08/2023 10:13;153.15;0;1407004707;3;7
817367;05/08/2023 10:09;44.75;0;1407027605;0;38
1889;05/08/2023 13:22;39.91;0;1407025486;4;94
837710;05/08/2023 12:51;38.32;0;1407058655;4;53
294;05/08/2023 12:38;73.05;0;1407020803;3;1
1609;05/08/2023 12:18;19.14;0;1407004708;3;93
2532;05/08/2023 11:00;40.82;0;1407026665;4;94
817371;05/08/2023 16:08;43.56;0;1407021295;0;33
1139;05/08/2023 14:17;347.61;0;1407023587;3;94
2394;05/08/2023 14:00;100.76;0;1407020802;3;93
817372;05/08/2023 13:42;40.3;0;1407022915;3;94
2602;05/08/2023 19:23;35.64;0;1407004594;0;109
2530;06/08/2023 09:40;7.92;0;1407004596;0;99
2532;06/08/2023 09:23;13.61;0;1407026665;4;113
2374;06/08/2023 14:29;30.89;0;1407022474;0;25
2522;06/08/2023 19:32;29.7;0;1407009157;0;98
837708;06/08/2023 16:37;40.0;0;1407062403;0;7
2476;06/08/2023 22:40;37.19;0;1407022662;4;89
2537;07/08/2023 09:52;18.39;0;1407040611;3;95
1609;07/08/2023 08:45;40.3;0;1407004708;3;18
1234;07/08/2023 08:28;45.34;0;1407004727;3;87
218;07/08/2023 13:23;57.43;0;1407004717;3;94
2539;07/08/2023 13:17;23.76;0;1407018026;0;68
2559;07/08/2023 13:18;83.12;0;1407004726;3;94
2537;07/08/2023 10:01;40.81;0;1407040611;3;95
2487;06/08/2023 13:54;27.72;0;1407022475;0;113
2529;07/08/2023 12:59;43.56;0;1407008328;0;100
1624;07/08/2023 16:49;47.52;0;1407004711;0;117
2544;07/08/2023 14:13;75.57;0;1407040610;3;93
2507;07/08/2023 20:43;39.6;0;1407004592;0;98
1889;07/08/2023 22:44;24.04;0;1407025486;4;96
2834;08/08/2023 10:08;32.87;0;1407046036;0;77
2602;08/08/2023 13:27;42.77;0;1407004594;0;122
2532;08/08/2023 12:41;38.55;0;1407026665;4;99
2529;08/08/2023 15:03;31.68;0;1407008328;0;109
2544;08/08/2023 14:51;115.87;0;1407040610;3;93
2549;08/08/2023 18:53;60.59;0;1407024331;0;75
2394;08/08/2023 18:36;100.76;0;1407020802;3;94
2478;08/08/2023 20:24;39.6;0;1407054290;0;100
2544;09/08/2023 09:37;85.64;0;1407040610;3;24
2515;09/08/2023 09:31;183.88;0;1407004707;3;94
817359;09/08/2023 11:19;30.23;0;1407022916;3;94
2550;09/08/2023 12:08;133.5;0;1407045629;3;94
2374;09/08/2023 15:04;35.25;0;1407022474;0;115
294;09/08/2023 13:50;68.51;0;1407020803;3;13
932;09/08/2023 13:49;27.72;0;1407022663;0;122
837708;09/08/2023 19:03;47.92;0;1407062403;0;94
817397;09/08/2023 20:09;19.8;0;1407004720;0;96
230;10/08/2023 06:52;77.08;0;1407018303;3;87
2558;10/08/2023 07:49;39.6;0;1407004595;0;93
2544;10/08/2023 13:59;125.94;0;1407040610;3;99
2522;10/08/2023 13:55;15.84;0;1407009157;0;43
2834;10/08/2023 11:28;31.68;0;1407046036;0;50
2502;10/08/2023 10:51;50.38;0;1407062407;3;94
2504;10/08/2023 16:28;27.33;0;1407004598;0;94
1111;10/08/2023 15:47;50.38;0;1407004713;3;94
1234;10/08/2023 14:33;83.12;0;1407004727;3;84
2394;10/08/2023 18:35;100.76;0;1407020802;3;94
2529;11/08/2023 09:52;39.6;0;1407008328;0;100
929;11/08/2023 08:57;65.49;0;1407004714;3;13
2544;11/08/2023 08:55;88.16;0;1407040610;3;24
817374;11/08/2023 07:45;20.2;0;1407004737;0;90
2515;11/08/2023 16:33;167.25;0;1407004707;3;80
2507;11/08/2023 12:54;39.6;0;1407004592;0;98
1889;11/08/2023 14:33;39.91;0;1407025486;4;94
2487;11/08/2023 13:40;34.06;0;1407022475;0;99
2559;11/08/2023 13:26;158.69;0;1407004726;3;94
2550;11/08/2023 12:21;181.36;0;1407045629;3;93
2532;11/08/2023 18:01;36.28;0;1407026665;4;99
837708;11/08/2023 16:27;55.45;0;1407062403;0;100
2504;11/08/2023 21:24;19.8;0;1407004598;0;104
2530;12/08/2023 01:20;35.25;0;1407004596;0;38
1624;12/08/2023 05:58;47.52;0;1407004711;0;99
2539;12/08/2023 10:28;17.82;0;1407018026;0;68
2522;12/08/2023 12:30;56.24;0;1407009157;0;98
2374;12/08/2023 11:43;31.68;0;1407022474;0;84
837710;12/08/2023 10:06;36.28;0;1407058655;4;62
2394;12/08/2023 15:53;125.94;0;1407020802;3;94
2559;12/08/2023 15:10;5.04;0;1407004726;3;67
2559;12/08/2023 15:07;90.68;0;1407004726;3;67
2476;12/08/2023 15:02;36.28;0;1407022662;4;100
2544;12/08/2023 13:44;85.64;0;1407040610;3;94
2504;12/08/2023 18:09;9.9;0;1407004598;0;109
817371;13/08/2023 09:22;45.94;0;1407021295;0;99
2532;13/08/2023 09:22;24.49;0;1407026665;4;109
817367;13/08/2023 22:02;9.9;0;1407027605;0;96
1234;14/08/2023 11:17;121.91;0;1407004727;3;84
2602;14/08/2023 11:31;39.61;0;1407004594;0;122
294;14/08/2023 11:31;70.53;0;1407020803;3;46
2539;14/08/2023 15:25;25.74;0;1407018026;0;102
817356;14/08/2023 08:08;27.72;0;1407004738;0;93
817397;14/08/2023 18:06;19.8;0;1407004720;0;96
2537;14/08/2023 17:02;39.8;0;1407040611;3;95
2834;13/08/2023 11:08;35.64;0;1407046036;0;14
1609;14/08/2023 09:29;60.96;0;1407004708;3;94
2504;15/08/2023 00:16;33.27;0;1407004598;0;94
929;15/08/2023 09:06;70.53;0;1407004714;3;87
2559;15/08/2023 08:46;105.79;0;1407004726;3;24
817359;15/08/2023 12:41;30.23;0;1407022916;3;94
1609;15/08/2023 12:02;26.7;0;1407004708;3;94
932;15/08/2023 11:50;29.7;0;1407022663;0;47
837710;15/08/2023 11:16;33.38;0;1407058655;4;45
2558;15/08/2023 10:39;3.96;0;1407004595;0;90
2549;15/08/2023 16:15;40.0;0;1407024331;0;109
2602;15/08/2023 14:44;29.7;0;1407004594;0;99
2544;15/08/2023 14:34;122.42;0;1407040610;3;93
2834;15/08/2023 14:02;23.76;0;1407046036;0;122
1624;15/08/2023 11:40;39.6;0;1407004711;0;67
2478;15/08/2023 17:41;40.28;0;1407054290;0;100
2507;15/08/2023 19:40;39.6;0;1407004592;0;100
2550;16/08/2023 10:21;178.84;0;1407045629;3;94
2550;16/08/2023 10:18;117.88;0;1407045629;3;94
2544;16/08/2023 09:12;74.21;0;1407040610;3;24
218;16/08/2023 13:30;56.42;0;1407004717;3;100
2559;16/08/2023 12:42;73.05;0;1407004726;3;94
1609;16/08/2023 12:43;57.93;0;1407004708;3;18
2515;16/08/2023 11:21;159.19;0;1407004707;3;18
2530;16/08/2023 09:42;38.42;0;1407004596;0;113
2529;16/08/2023 18:05;27.72;0;1407008328;0;99
2532;16/08/2023 20:20;45.35;0;1407026665;4;99
1609;17/08/2023 10:10;25.19;0;1407004708;3;93
929;17/08/2023 09:08;60.45;0;1407004714;3;13
294;17/08/2023 07:49;70.28;0;1407020803;3;122
1624;17/08/2023 11:20;47.52;0;1407004711;0;39
2558;17/08/2023 11:11;37.62;0;1407004595;0;93
2487;17/08/2023 10:26;44.36;0;1407022475;0;89
2374;17/08/2023 13:30;31.68;0;1407022474;0;34
2502;17/08/2023 13:05;30.23;0;1407062407;3;94
932;17/08/2023 16:15;29.31;0;1407022663;0;29
2549;17/08/2023 15:58;29.7;0;1407024331;0;99
2394;17/08/2023 16:53;151.13;0;1407020802;3;94
1111;17/08/2023 16:43;95.72;0;1407004713;3;94
2539;17/08/2023 20:32;24.55;0;1407018026;0;98
230;17/08/2023 08:44;90.68;0;1407018303;3;87
1609;18/08/2023 10:45;25.19;0;1407004708;3;93
2834;18/08/2023 09:36;33.67;0;1407046036;0;122
2559;18/08/2023 12:58;131.99;0;1407004726;3;94
2532;18/08/2023 11:30;20.41;0;1407026665;4;98
2544;18/08/2023 14:25;156.17;0;1407040610;3;94
2507;18/08/2023 13:43;39.6;0;1407004592;0;98
817397;18/08/2023 21:38;19.8;0;1407004720;0;96
837710;19/08/2023 07:15;36.28;0;1407058655;4;62
1624;19/08/2023 06:13;47.52;0;1407004711;0;95
2602;19/08/2023 10:18;41.98;0;1407004594;0;122
2834;19/08/2023 12:10;12.28;0;1407046036;0;122
1609;19/08/2023 11:40;25.19;0;1407004708;3;93
1139;19/08/2023 11:24;347.61;0;1407023587;3;94
817359;19/08/2023 14:18;30.23;0;1407022916;3;94
1889;19/08/2023 13:38;32.65;0;1407025486;4;94
2549;19/08/2023 22:02;61.39;0;1407024331;0;31
817369;20/08/2023 09:25;58.96;0;1407004729;4;99
2537;20/08/2023 10:17;42.32;0;1407040611;3;8
2522;20/08/2023 14:41;55.45;0;1407009157;0;98
2476;20/08/2023 13:50;36.28;0;1407022662;4;100
2529;20/08/2023 12:56;17.82;0;1407008328;0;100
2504;20/08/2023 18:55;35.64;0;1407004598;0;94
837708;20/08/2023 20:57;39.6;0;1407062403;0;96
2515;21/08/2023 10:06;181.36;0;1407004707;3;94
2559;21/08/2023 12:47;93.2;0;1407004726;3;94
2394;21/08/2023 11:38;100.76;0;1407020802;3;94
294;21/08/2023 11:32;75.57;0;1407020803;3;78
2472;21/08/2023 11:02;37.19;0;1407044677;4;94
1609;21/08/2023 11:02;25.19;0;1407004708;3;93
1234;21/08/2023 15:33;125.94;0;1407004727;3;122
2544;21/08/2023 14:15;136.02;0;1407040610;3;93
2374;21/08/2023 19:09;32.87;0;1407022474;0;25
2487;22/08/2023 07:13;31.68;0;1407022475;0;99
2834;22/08/2023 09:58;32.08;0;1407046036;0;50
2530;22/08/2023 09:09;32.08;0;1407004596;0;99
2558;22/08/2023 08:01;23.76;0;1407004595;0;93
1624;22/08/2023 13:27;31.68;0;1407004711;0;94
1609;22/08/2023 12:50;47.86;0;1407004708;3;93
2558;22/08/2023 12:24;23.76;0;1407004595;0;116
230;22/08/2023 12:24;81.86;0;1407018303;3;65
2539;22/08/2023 11:58;27.72;0;1407018026;0;94
2507;22/08/2023 11:22;39.6;0;1407004592;0;99
2532;22/08/2023 14:37;12.24;0;1407026665;4;92
932;22/08/2023 14:21;31.68;0;1407022663;0;2
837710;22/08/2023 13:58;36.28;0;1407058655;4;106
817397;22/08/2023 19:17;27.72;0;1407004720;0;96
817371;22/08/2023 22:10;58.61;0;1407021295;0;100
929;23/08/2023 08:30;57.93;0;1407004714;3;13
837706;23/08/2023 06:57;25.19;0;1407059200;3;94
2550;23/08/2023 13:10;125.94;0;1407045629;3;93
1609;23/08/2023 12:08;30.23;0;1407004708;3;18
837709;23/08/2023 11:35;40.3;0;1407022917;3;94
2834;23/08/2023 10:43;17.82;0;1407046036;0;79
817369;23/08/2023 15:19;31.29;0;1407004729;4;94
1139;23/08/2023 14:15;347.61;0;1407023587;3;94
1624;23/08/2023 14:13;55.45;0;1407004711;0;56
2530;23/08/2023 14:08;35.64;0;1407004596;0;104
2487;23/08/2023 15:50;41.98;0;1407022475;0;113
2374;23/08/2023 22:34;30.1;0;1407022474;0;13
294;24/08/2023 08:37;73.55;0;1407020803;3;78
817356;24/08/2023 08:19;12.28;0;1407004738;0;93
230;24/08/2023 07:10;47.86;0;1407018303;3;108
2558;24/08/2023 10:21;29.7;0;1407004595;0;93
2537;24/08/2023 10:24;30.23;0;1407040611;3;95
2544;24/08/2023 13:34;75.57;0;1407040610;3;93
2602;24/08/2023 12:33;33.27;0;1407004594;0;87
2532;24/08/2023 11:33;38.55;0;1407026665;4;98
1111;24/08/2023 16:54;93.7;0;1407004713;3;94
929;24/08/2023 16:34;72.04;0;1407004714;3;13
2550;25/08/2023 10:35;70.53;0;1407045629;3;94
2544;25/08/2023 10:25;105.79;0;1407040610;3;94
2507;25/08/2023 07:39;19.8;0;1407004592;0;98
230;25/08/2023 11:42;79.6;0;1407018303;3;23
218;25/08/2023 14:51;54.91;0;1407004717;3;100
817369;25/08/2023 14:01;42.18;0;1407004729;4;94
1889;25/08/2023 13:58;34.01;0;1407025486;4;94
2559;25/08/2023 13:14;80.6;0;1407004726;3;94
2522;26/08/2023 01:01;41.19;0;1407009157;0;98
2504;25/08/2023 23:14;34.46;0;1407004598;0;94
2394;26/08/2023 06:07;151.13;0;1407020802;3;94
837710;26/08/2023 08:52;32.65;0;1407058655;4;103
2834;26/08/2023 08:26;35.64;0;1407046036;0;69
2537;26/08/2023 13:05;40.81;0;1407040611;3;95
294;26/08/2023 12:41;74.06;0;1407020803;3;122
1139;26/08/2023 12:33;352.64;0;1407023587;3;94
1609;26/08/2023 13:57;50.38;0;1407004708;3;18
837708;26/08/2023 20:42;59.41;0;1407062403;0;98
2522;27/08/2023 03:44;11.88;0;1407009157;0;96
2487;27/08/2023 09:35;26.53;0;1407022475;0;99
2532;27/08/2023 08:34;27.21;0;1407026665;4;97
2602;27/08/2023 12:57;19.8;0;1407004594;0;87
2549;27/08/2023 17:53;53.86;0;1407024331;0;109
817369;27/08/2023 23:55;47.62;0;1407004729;4;98
2834;28/08/2023 01:21;19.8;0;1407046036;0;14
2550;28/08/2023 09:56;110.83;0;1407045629;3;94
929;28/08/2023 09:26;42.82;0;1407004714;3;78
2530;28/08/2023 09:16;30.5;0;1407004596;0;97
2476;28/08/2023 08:35;27.21;0;1407022662;4;90
2507;28/08/2023 08:22;39.6;0;1407004592;0;98
2515;28/08/2023 07:50;170.28;0;1407004707;3;7
1234;28/08/2023 13:27;109.32;0;1407004727;3;22
932;28/08/2023 13:11;31.29;0;1407022663;0;122
1624;28/08/2023 11:20;47.52;0;1407004711;0;97
2559;28/08/2023 15:23;119.4;0;1407004726;3;94
2502;28/08/2023 13:43;42.82;0;1407062407;3;94
2558;28/08/2023 18:28;38.02;0;1407004595;0;93
2537;28/08/2023 23:59;26.7;0;1407040611;3;95
929;29/08/2023 10:03;52.9;0;1407004714;3;105
2394;29/08/2023 06:28;125.94;0;1407020802;3;94
2539;29/08/2023 12:14;27.72;0;1407018026;0;98
2558;29/08/2023 13:14;35.76;0;1407004595;0;39
1139;29/08/2023 15:08;347.61;0;1407023587;3;94
1609;29/08/2023 14:04;45.34;0;1407004708;3;94
837709;30/08/2023 08:04;43.32;0;1407022917;3;94
2487;30/08/2023 09:16;40.4;0;1407022475;0;113
1609;30/08/2023 12:14;56.42;0;1407004708;3;18
2550;30/08/2023 11:16;88.16;0;1407045629;3;94
2515;30/08/2023 15:00;179.85;0;1407004707;3;7
2532;30/08/2023 14:42;36.73;0;1407026665;4;96
2374;30/08/2023 13:47;23.76;0;1407022474;0;62
837708;30/08/2023 17:53;39.6;0;1407062403;0;94
2530;30/08/2023 16:44;39.6;0;1407004596;0;99
1889;30/08/2023 20:17;40.82;0;1407025486;4;96
2394;31/08/2023 07:09;151.13;0;1407020802;3;94
2558;31/08/2023 10:28;30.89;0;1407004595;0;93
294;31/08/2023 10:17;65.49;0;1407020803;3;78
837710;31/08/2023 10:02;36.28;0;1407058655;4;87
2507;31/08/2023 08:54;39.6;0;1407004592;0;98
929;31/08/2023 08:47;55.42;0;1407004714;3;108
2537;31/08/2023 14:21;30.23;0;1407040611;3;95
2559;31/08/2023 14:24;90.68;0;1407004726;3;94
1609;31/08/2023 13:15;35.26;0;1407004708;3;94
1234;31/08/2023 12:39;113.35;0;1407004727;3;84
2834;31/08/2023 12:33;23.76;0;1407046036;0;24
1139;31/08/2023 15:35;347.61;0;1407023587;3;94
2532;31/08/2023 21:00;45.35;0;1407026665;4;99
2549;31/08/2023 19:50;38.02;0;1407024331;0;99
817371;31/08/2023 23:49;60.2;0;1407021295;0;100
2522;31/08/2023 23:41;55.84;0;1407009157;0;98
1889;31/08/2023 22:52;37.64;0;1407025486;4;96
230;31/08/2023 14:29;80.6;0;1407018303;3;44
817356;01/09/2023 08:34;27.72;0;1407004738;0;93
929;01/09/2023 13:01;70.53;0;1407004714;3;87
2550;01/09/2023 11:38;113.85;0;1407045629;3;94
2394;01/09/2023 16:29;151.13;0;1407020802;3;94
2539;01/09/2023 16:17;26.93;0;1407018026;0;90
2504;01/09/2023 15:58;36.44;0;1407004598;0;94
817374;01/09/2023 15:16;27.72;0;1407004737;0;90
2478;01/09/2023 20:01;39.6;0;1407054290;0;97
294;02/09/2023 10:27;73.05;0;1407020803;3;122
2374;02/09/2023 11:44;28.51;0;1407022474;0;33
1609;02/09/2023 11:36;73.05;0;1407004708;3;94
817359;02/09/2023 10:52;30.23;0;1407022916;3;94
2394;02/09/2023 16:12;100.76;0;1407020802;3;56
1139;02/09/2023 14:34;342.57;0;1407023587;3;94
2559;02/09/2023 14:17;70.53;0;1407004726;3;94
2602;02/09/2023 18:25;41.19;0;1407004594;0;109
2532;02/09/2023 16:43;31.75;0;1407026665;4;99
837710;02/09/2023 21:26;25.4;0;1407058655;4;62
1111;02/09/2023 19:44;70.53;0;1407004713;3;94
932;03/09/2023 07:20;30.1;0;1407022663;0;47
2507;03/09/2023 12:51;39.6;0;1407004592;0;99
817367;03/09/2023 12:38;54.65;0;1407027605;0;96
2476;03/09/2023 11:11;38.1;0;1407022662;4;100
2834;03/09/2023 22:38;35.64;0;1407046036;0;122
2530;04/09/2023 09:42;33.66;0;1407004596;0;99
2550;04/09/2023 13:33;115.87;0;1407045629;3;94
2476;04/09/2023 12:32;18.14;0;1407022662;4;94
230;04/09/2023 12:32;68.01;0;1407018303;3;109
2515;04/09/2023 12:23;187.41;0;1407004707;3;94
2472;04/09/2023 12:17;36.28;0;1407044677;4;94
929;04/09/2023 11:19;45.34;0;1407004714;3;28
1609;04/09/2023 10:49;30.23;0;1407004708;3;18
1624;04/09/2023 15:37;47.52;0;1407004711;0;94
2504;04/09/2023 15:05;14.65;0;1407004598;0;94
1234;04/09/2023 12:41;125.94;0;1407004727;3;45
2487;04/09/2023 09:26;41.58;0;1407022475;0;113
2602;04/09/2023 17:40;39.6;0;1407004594;0;99
2539;05/09/2023 10:12;28.32;0;1407018026;0;90
837710;05/09/2023 08:48;36.28;0;1407058655;4;43
1624;05/09/2023 12:27;39.6;0;1407004711;0;56
