matricule;date;quantite;fournisseur;typePaiement;note;station
2374;05/09/2023 11:47;30.89;0;1407022474;0;84
218;05/09/2023 11:09;55.42;0;1407004717;3;89
2558;05/09/2023 16:35;39.6;0;1407004595;0;102
2559;05/09/2023 15:55;88.16;0;1407004726;3;94
2487;05/09/2023 15:19;29.7;0;1407022475;0;117
817397;05/09/2023 14:46;19.8;0;1407004720;0;94
837709;05/09/2023 14:03;40.3;0;1407022917;3;94
1609;05/09/2023 13:41;42.82;0;1407004708;3;94
2394;05/09/2023 17:27;100.76;0;1407020802;3;94
1889;05/09/2023 16:39;36.28;0;1407025486;4;94
2504;05/09/2023 16:30;23.76;0;1407004598;0;109
2529;05/09/2023 23:26;19.8;0;1407008328;0;100
2550;06/09/2023 10:31;103.27;0;1407045629;3;95
932;06/09/2023 10:20;29.7;0;1407022663;0;2
817367;06/09/2023 10:19;40.4;0;1407027605;0;98
2522;06/09/2023 09:55;43.56;0;1407009157;0;104
294;06/09/2023 09:18;68.01;0;1407020803;3;87
837708;06/09/2023 12:54;60.4;0;1407062403;0;96
2532;06/09/2023 12:24;43.54;0;1407026665;4;98
2602;06/09/2023 11:48;27.72;0;1407004594;0;109
1609;06/09/2023 11:22;47.86;0;1407004708;3;18
1139;06/09/2023 15:16;347.61;0;1407023587;3;94
1624;06/09/2023 14:48;27.72;0;1407004711;0;94
2394;06/09/2023 18:19;100.76;0;1407020802;3;93
2507;06/09/2023 18:02;39.6;0;1407004592;0;98
230;07/09/2023 09:38;75.57;0;1407018303;3;87
2502;07/09/2023 13:07;38.29;0;1407062407;3;94
2834;07/09/2023 12:20;27.72;0;1407046036;0;50
1609;07/09/2023 12:16;35.26;0;1407004708;3;94
2558;07/09/2023 11:54;37.62;0;1407004595;0;93
2530;07/09/2023 15:29;15.84;0;1407004596;0;112
2537;07/09/2023 14:10;41.06;0;1407040611;3;95
2559;07/09/2023 13:35;78.09;0;1407004726;3;94
1234;07/09/2023 17:38;131.99;0;1407004727;3;122
2530;08/09/2023 10:23;34.46;0;1407004596;0;99
2374;08/09/2023 10:13;26.53;0;1407022474;0;88
2515;08/09/2023 07:37;176.32;0;1407004707;3;7
2487;08/09/2023 12:25;37.62;0;1407022475;0;89
1609;08/09/2023 11:02;35.26;0;1407004708;3;18
2544;08/09/2023 15:53;55.42;0;1407040610;3;93
2539;08/09/2023 15:53;25.74;0;1407018026;0;90
1139;08/09/2023 15:51;352.64;0;1407023587;3;94
2550;08/09/2023 15:24;115.87;0;1407045629;3;93
1609;09/09/2023 12:21;43.83;0;1407004708;3;95
2507;09/09/2023 12:13;39.6;0;1407004592;0;98
294;09/09/2023 11:21;74.06;0;1407020803;3;103
2478;09/09/2023 10:56;39.6;0;1407054290;0;90
2834;09/09/2023 19:37;31.68;0;1407046036;0;24
817397;09/09/2023 13:45;11.88;0;1407004720;0;94
837706;10/09/2023 08:01;30.23;0;1407059200;3;94
2476;10/09/2023 13:35;36.73;0;1407022662;4;100
2504;10/09/2023 13:06;33.66;0;1407004598;0;94
2602;10/09/2023 20:57;39.6;0;1407004594;0;122
2550;11/09/2023 11:24;59.45;0;1407045629;3;94
929;11/09/2023 10:49;60.45;0;1407004714;3;13
837709;11/09/2023 09:52;40.3;0;1407022917;3;94
2529;11/09/2023 09:14;15.84;0;1407008328;0;100
817374;11/09/2023 09:03;23.76;0;1407004737;0;90
837710;11/09/2023 08:46;36.28;0;1407058655;4;13
817356;11/09/2023 08:20;27.72;0;1407004738;0;93
1889;11/09/2023 13:14;37.64;0;1407025486;4;94
1234;11/09/2023 15:56;125.94;0;1407004727;3;69
2515;11/09/2023 15:21;188.92;0;1407004707;3;63
1139;11/09/2023 15:18;347.61;0;1407023587;3;94
2544;11/09/2023 14:31;133.5;0;1407040610;3;93
817397;11/09/2023 14:36;23.76;0;1407004720;0;94
1624;11/09/2023 14:27;47.52;0;1407004711;0;94
2532;11/09/2023 18:13;49.89;0;1407026665;4;99
932;12/09/2023 11:08;19.8;0;1407022663;0;47
2522;12/09/2023 10:34;55.45;0;1407009157;0;98
2530;12/09/2023 09:47;31.68;0;1407004596;0;99
929;12/09/2023 09:37;54.41;0;1407004714;3;11
817369;12/09/2023 07:44;50.79;0;1407004729;4;94
1609;12/09/2023 12:34;32.75;0;1407004708;3;94
2559;12/09/2023 12:08;125.94;0;1407004726;3;94
2530;05/09/2023 13:31;27.72;0;1407004596;0;41
294;12/09/2023 16:33;32.24;0;1407020803;3;87
817359;12/09/2023 15:24;30.23;0;1407022916;3;94
218;12/09/2023 18:04;55.42;0;1407004717;3;100
2537;13/09/2023 01:30;39.29;0;1407040611;3;95
2507;13/09/2023 10:37;39.6;0;1407004592;0;98
2550;13/09/2023 10:27;110.83;0;1407045629;3;94
1111;13/09/2023 09:37;109.82;0;1407004713;3;94
2558;13/09/2023 12:09;39.6;0;1407004595;0;93
2834;13/09/2023 12:03;35.64;0;1407046036;0;50
230;13/09/2023 11:47;65.49;0;1407018303;3;76
2529;13/09/2023 11:34;19.8;0;1407008328;0;100
2487;13/09/2023 11:17;53.47;0;1407022475;0;113
2549;13/09/2023 11:00;62.97;0;1407024331;0;28
817371;13/09/2023 13:10;62.18;0;1407021295;0;94
2539;13/09/2023 12:55;26.53;0;1407018026;0;98
2549;13/09/2023 16:32;5.94;0;1407024331;0;28
1139;13/09/2023 15:29;347.61;0;1407023587;3;94
1609;13/09/2023 14:17;62.97;0;1407004708;3;18
2544;13/09/2023 14:17;105.79;0;1407040610;3;94
837708;13/09/2023 19:50;39.6;0;1407062403;0;100
1234;14/09/2023 06:55;70.53;0;1407004727;3;108
837710;14/09/2023 09:59;33.11;0;1407058655;4;87
2530;14/09/2023 09:51;35.25;0;1407004596;0;99
1624;14/09/2023 16:29;39.6;0;1407004711;0;94
1609;14/09/2023 13:53;36.78;0;1407004708;3;94
230;14/09/2023 20:35;72.04;0;1407018303;3;29
1609;15/09/2023 10:59;35.26;0;1407004708;3;18
2544;15/09/2023 12:26;110.83;0;1407040610;3;94
2544;15/09/2023 12:24;20.15;0;1407040610;3;94
2515;15/09/2023 13:32;176.32;0;1407004707;3;95
2532;14/09/2023 21:29;31.75;0;1407026665;4;113
230;15/09/2023 19:04;65.49;0;1407018303;3;118
2487;15/09/2023 17:45;40.4;0;1407022475;0;113
1889;15/09/2023 17:26;36.28;0;1407025486;4;94
1139;15/09/2023 16:24;347.61;0;1407023587;3;94
294;16/09/2023 07:53;75.57;0;1407020803;3;122
2476;16/09/2023 13:27;38.55;0;1407022662;4;94
2602;16/09/2023 13:09;39.6;0;1407004594;0;122
2507;16/09/2023 12:57;39.6;0;1407004592;0;96
2550;16/09/2023 12:32;90.68;0;1407045629;3;94
2834;16/09/2023 11:19;27.72;0;1407046036;0;122
837709;16/09/2023 10:53;40.3;0;1407022917;3;94
2478;16/09/2023 14:43;40.28;0;1407054290;0;100
1609;16/09/2023 14:25;62.47;0;1407004708;3;18
817369;16/09/2023 13:57;41.72;0;1407004729;4;113
932;14/09/2023 22:13;30.5;0;1407022663;0;47
2504;16/09/2023 20:44;35.64;0;1407004598;0;98
1111;16/09/2023 20:22;47.86;0;1407004713;3;94
837706;17/09/2023 07:27;25.19;0;1407059200;3;94
2539;17/09/2023 11:39;28.91;0;1407018026;0;98
817397;17/09/2023 13:56;19.8;0;1407004720;0;96
2602;17/09/2023 19:49;37.62;0;1407004594;0;99
2559;17/09/2023 19:23;223.17;0;1407004726;3;93
2834;18/09/2023 10:10;23.76;0;1407046036;0;122
1234;18/09/2023 09:50;128.46;0;1407004727;3;108
2530;18/09/2023 09:52;34.46;0;1407004596;0;99
2558;18/09/2023 16:32;41.19;0;1407004595;0;93
2544;18/09/2023 15:00;85.64;0;1407040610;3;93
929;18/09/2023 14:14;69.02;0;1407004714;3;85
2532;18/09/2023 17:54;31.75;0;1407026665;4;94
837710;19/09/2023 07:15;33.11;0;1407058655;4;109
2549;19/09/2023 09:59;60.2;0;1407024331;0;99
1234;19/09/2023 09:42;70.53;0;1407004727;3;13
1624;19/09/2023 13:28;59.41;0;1407004711;0;93
2472;19/09/2023 12:28;38.55;0;1407044677;4;94
2550;19/09/2023 12:12;95.72;0;1407045629;3;94
2544;19/09/2023 11:52;100.76;0;1407040610;3;56
932;19/09/2023 16:13;29.7;0;1407022663;0;2
1609;19/09/2023 14:39;50.38;0;1407004708;3;18
230;19/09/2023 14:10;65.49;0;1407018303;3;58
2515;19/09/2023 12:15;182.87;0;1407004707;3;35
2530;19/09/2023 16:47;37.62;0;1407004596;0;99
2602;19/09/2023 21:41;40.7;0;1407004594;0;122
837708;19/09/2023 20:15;31.68;0;1407062403;0;100
1139;20/09/2023 07:06;347.61;0;1407023587;3;94
1234;20/09/2023 09:46;78.09;0;1407004727;3;36
2532;20/09/2023 09:15;48.53;0;1407026665;4;99
929;20/09/2023 08:18;46.85;0;1407004714;3;118
2487;20/09/2023 07:55;39.6;0;1407022475;0;99
2394;20/09/2023 12:51;248.36;0;1407020802;3;94
2502;20/09/2023 12:45;32.75;0;1407062407;3;94
2394;20/09/2023 11:19;20.15;0;1407020802;3;94
2559;20/09/2023 15:19;149.62;0;1407004726;3;94
2507;20/09/2023 15:02;39.6;0;1407004592;0;94
1889;20/09/2023 14:37;40.82;0;1407025486;4;94
2558;20/09/2023 13:43;37.62;0;1407004595;0;116
2539;20/09/2023 19:11;28.12;0;1407018026;0;98
218;20/09/2023 17:40;57.93;0;1407004717;3;100
2602;20/09/2023 16:50;29.7;0;1407004594;0;99
2544;20/09/2023 16:34;105.79;0;1407040610;3;93
2529;20/09/2023 21:32;19.8;0;1407008328;0;100
2530;21/09/2023 09:40;25.74;0;1407004596;0;99
837708;21/09/2023 09:34;47.52;0;1407062403;0;100
817356;21/09/2023 09:02;12.28;0;1407004738;0;93
2374;21/09/2023 11:14;27.13;0;1407022474;0;22
2487;21/09/2023 10:44;41.58;0;1407022475;0;89
1139;21/09/2023 15:23;352.64;0;1407023587;3;94
2522;21/09/2023 14:59;59.01;0;1407009157;0;102
2834;21/09/2023 14:38;28.51;0;1407046036;0;122
230;21/09/2023 14:33;75.57;0;1407018303;3;123
1609;21/09/2023 16:53;40.81;0;1407004708;3;94
837708;21/09/2023 21:40;15.84;0;1407062403;0;109
294;22/09/2023 06:59;75.57;0;1407020803;3;16
929;22/09/2023 10:06;65.49;0;1407004714;3;28
2515;22/09/2023 09:15;170.28;0;1407004707;3;94
817369;22/09/2023 08:11;46.35;0;1407004729;4;94
817397;22/09/2023 12:58;11.88;0;1407004720;0;94
2550;22/09/2023 11:11;161.21;0;1407045629;3;94
1609;22/09/2023 10:40;35.26;0;1407004708;3;18
2394;22/09/2023 14:48;151.13;0;1407020802;3;94
2559;22/09/2023 17:56;120.91;0;1407004726;3;93
837710;23/09/2023 08:25;43.54;0;1407058655;4;62
1624;23/09/2023 13:33;59.41;0;1407004711;0;89
2504;23/09/2023 12:43;35.64;0;1407004598;0;94
2544;23/09/2023 12:35;148.61;0;1407040610;3;94
1609;23/09/2023 12:26;45.34;0;1407004708;3;94
837709;23/09/2023 12:12;40.3;0;1407022917;3;94
1234;23/09/2023 10:50;120.91;0;1407004727;3;61
1139;23/09/2023 14:37;347.61;0;1407023587;3;94
837709;23/09/2023 14:27;40.3;0;1407022917;3;94
2558;23/09/2023 14:18;41.19;0;1407004595;0;90
932;23/09/2023 18:51;28.51;0;1407022663;0;2
2602;23/09/2023 18:27;40.79;0;1407004594;0;122
2549;23/09/2023 13:00;49.5;0;1407024331;0;113
2529;24/09/2023 13:06;39.6;0;1407008328;0;100
817367;24/09/2023 12:14;11.88;0;1407027605;0;98
2834;24/09/2023 15:22;27.72;0;1407046036;0;24
2507;24/09/2023 18:53;39.6;0;1407004592;0;98
2476;24/09/2023 18:23;35.83;0;1407022662;4;100
2522;25/09/2023 06:57;11.88;0;1407009157;0;98
294;25/09/2023 10:19;65.99;0;1407020803;3;22
2530;25/09/2023 09:48;35.64;0;1407004596;0;99
230;25/09/2023 09:16;53.9;0;1407018303;3;13
2374;25/09/2023 08:35;20.99;0;1407022474;0;62
2487;25/09/2023 11:03;34.46;0;1407022475;0;18
2550;25/09/2023 13:57;133.0;0;1407045629;3;93
1889;25/09/2023 13:19;36.28;0;1407025486;4;94
1609;25/09/2023 12:52;35.26;0;1407004708;3;18
929;25/09/2023 15:43;65.49;0;1407004714;3;13
2559;25/09/2023 18:12;110.33;0;1407004726;3;93
2394;25/09/2023 16:58;113.35;0;1407020802;3;94
2532;25/09/2023 15:37;45.35;0;1407026665;4;113
1111;25/09/2023 19:59;115.87;0;1407004713;3;94
817397;25/09/2023 19:36;19.8;0;1407004720;0;96
2530;26/09/2023 09:52;22.57;0;1407004596;0;99
230;26/09/2023 13:11;60.45;0;1407018303;3;73
1609;26/09/2023 12:54;45.34;0;1407004708;3;94
2539;26/09/2023 11:21;27.33;0;1407018026;0;89
2549;26/09/2023 16:17;45.54;0;1407024331;0;109
2374;26/09/2023 16:17;35.64;0;1407022474;0;4
2834;26/09/2023 15:49;32.28;0;1407046036;0;77
1139;26/09/2023 15:43;347.61;0;1407023587;3;94
2522;26/09/2023 14:22;28.12;0;1407009157;0;102
837706;26/09/2023 14:08;40.3;0;1407059200;3;94
2544;26/09/2023 17:59;120.91;0;1407040610;3;93
817371;27/09/2023 08:35;58.22;0;1407021295;0;90
2602;27/09/2023 13:30;18.22;0;1407004594;0;122
2522;27/09/2023 13:47;36.44;0;1407009157;0;98
2602;27/09/2023 20:47;7.93;0;1407004594;0;122
2834;27/09/2023 20:28;5.94;0;1407046036;0;86
2515;28/09/2023 07:25;183.88;0;1407004707;3;7
2530;28/09/2023 09:50;20.59;0;1407004596;0;99
218;28/09/2023 08:53;40.3;0;1407004717;3;100
2476;28/09/2023 08:49;18.14;0;1407022662;4;94
2507;28/09/2023 08:42;41.19;0;1407004592;0;98
929;28/09/2023 07:47;40.3;0;1407004714;3;78
2558;28/09/2023 07:44;24.95;0;1407004595;0;93
932;28/09/2023 13:28;22.97;0;1407022663;0;122
1609;28/09/2023 13:01;40.81;0;1407004708;3;94
2550;28/09/2023 12:02;156.17;0;1407045629;3;94
2602;28/09/2023 14:47;23.76;0;1407004594;0;90
2558;28/09/2023 14:02;23.17;0;1407004595;0;56
2394;28/09/2023 13:59;125.94;0;1407020802;3;93
929;28/09/2023 13:54;36.27;0;1407004714;3;57
230;29/09/2023 07:44;47.86;0;1407018303;3;108
2537;29/09/2023 13:10;32.24;0;1407040611;3;95
2532;29/09/2023 13:02;39.55;0;1407026665;4;94
2504;29/09/2023 12:10;25.74;0;1407004598;0;89
1609;29/09/2023 11:13;35.26;0;1407004708;3;18
2394;29/09/2023 16:28;110.83;0;1407020802;3;94
837710;29/09/2023 15:45;37.19;0;1407058655;4;84
1139;29/09/2023 15:30;347.61;0;1407023587;3;94
2374;29/09/2023 14:05;20.59;0;1407022474;0;61
2544;29/09/2023 13:50;80.6;0;1407040610;3;93
1234;29/09/2023 17:12;125.94;0;1407004727;3;34
2487;29/09/2023 20:27;43.56;0;1407022475;0;113
230;29/09/2023 20:21;60.45;0;1407018303;3;29
2529;29/09/2023 19:37;45.54;0;1407008328;0;100
837709;30/09/2023 10:17;36.27;0;1407022917;3;94
1609;30/09/2023 12:40;42.82;0;1407004708;3;94
929;30/09/2023 12:15;52.39;0;1407004714;3;10
294;30/09/2023 12:10;73.05;0;1407020803;3;16
2559;30/09/2023 15:04;100.76;0;1407004726;3;93
2834;30/09/2023 16:11;26.14;0;1407046036;0;14
1889;30/09/2023 20:11;34.47;0;1407025486;4;96
2602;01/10/2023 07:32;31.68;0;1407004594;0;13
817356;01/10/2023 10:01;23.76;0;1407004738;0;93
817374;01/10/2023 09:01;27.72;0;1407004737;0;96
817397;01/10/2023 11:40;19.8;0;1407004720;0;96
2539;01/10/2023 11:27;22.57;0;1407018026;0;98
2478;01/10/2023 11:14;39.6;0;1407054290;0;90
837708;01/10/2023 10:38;31.68;0;1407062403;0;100
2549;01/10/2023 15:32;43.52;0;1407024331;0;109
817367;01/10/2023 15:04;39.6;0;1407027605;0;98
817367;01/10/2023 19:27;51.49;0;1407027605;0;98
2602;01/10/2023 17:56;25.74;0;1407004594;0;96
2515;02/10/2023 07:24;192.44;0;1407004707;3;7
2530;02/10/2023 09:53;29.7;0;1407004596;0;99
2374;02/10/2023 13:29;33.27;0;1407022474;0;79
2550;02/10/2023 12:40;160.2;0;1407045629;3;94
2544;02/10/2023 12:30;139.8;0;1407040610;3;94
2558;02/10/2023 11:05;43.56;0;1407004595;0;93
2507;02/10/2023 16:29;39.6;0;1407004592;0;98
2394;02/10/2023 16:34;163.73;0;1407020802;3;94
1139;02/10/2023 15:05;347.61;0;1407023587;3;94
2504;02/10/2023 19:54;15.05;0;1407004598;0;98
2502;03/10/2023 10:29;45.34;0;1407062407;3;94
230;03/10/2023 08:24;71.54;0;1407018303;3;122
1234;03/10/2023 08:14;70.53;0;1407004727;3;118
2530;03/10/2023 13:03;30.1;0;1407004596;0;80
1609;03/10/2023 12:44;75.57;0;1407004708;3;94
1624;03/10/2023 12:15;47.52;0;1407004711;0;80
2537;03/10/2023 11:57;23.93;0;1407040611;3;95
2472;03/10/2023 11:06;36.73;0;1407044677;4;94
2559;03/10/2023 15:49;101.76;0;1407004726;3;93
932;03/10/2023 13:58;29.7;0;1407022663;0;122
2522;03/10/2023 21:40;55.45;0;1407009157;0;98
2834;04/10/2023 10:00;30.5;0;1407046036;0;122
817369;04/10/2023 08:58;49.89;0;1407004729;4;90
2515;04/10/2023 12:47;179.35;0;1407004707;3;99
2532;04/10/2023 11:54;41.72;0;1407026665;4;98
1609;04/10/2023 10:36;45.34;0;1407004708;3;12
1139;04/10/2023 14:44;342.57;0;1407023587;3;94
2550;04/10/2023 14:27;141.56;0;1407045629;3;93
2529;04/10/2023 17:36;38.02;0;1407008328;0;94
2487;04/10/2023 17:14;40.79;0;1407022475;0;89
2544;04/10/2023 13:28;75.57;0;1407040610;3;93
2394;04/10/2023 20:14;176.32;0;1407020802;3;93
1234;05/10/2023 10:05;125.94;0;1407004727;3;61
2530;05/10/2023 09:35;33.66;0;1407004596;0;99
218;05/10/2023 09:20;57.43;0;1407004717;3;94
837710;05/10/2023 08:46;36.73;0;1407058655;4;53
2476;05/10/2023 08:36;34.01;0;1407022662;4;100
929;05/10/2023 07:58;39.29;0;1407004714;3;108
2558;05/10/2023 07:26;39.6;0;1407004595;0;93
2602;05/10/2023 13:11;37.62;0;1407004594;0;122
1609;05/10/2023 12:14;30.23;0;1407004708;3;93
294;05/10/2023 12:01;73.05;0;1407020803;3;28
837709;05/10/2023 11:24;4.03;0;1407022917;3;94
837709;05/10/2023 11:24;40.3;0;1407022917;3;94
2507;05/10/2023 16:17;39.6;0;1407004592;0;98
2559;05/10/2023 15:50;94.21;0;1407004726;3;93
2558;05/10/2023 14:09;24.95;0;1407004595;0;39
230;05/10/2023 12:01;86.65;0;1407018303;3;76
2539;05/10/2023 16:34;24.55;0;1407018026;0;90
2374;06/10/2023 09:26;27.72;0;1407022474;0;34
1624;06/10/2023 09:14;47.52;0;1407004711;0;94
929;06/10/2023 09:14;59.45;0;1407004714;3;13
2549;06/10/2023 12:13;65.35;0;1407024331;0;104
817397;06/10/2023 12:00;19.8;0;1407004720;0;94
1609;06/10/2023 11:39;30.23;0;1407004708;3;94
1889;06/10/2023 12:42;40.82;0;1407025486;4;94
2544;06/10/2023 12:44;50.38;0;1407040610;3;94
2394;06/10/2023 16:37;100.76;0;1407020802;3;93
2550;06/10/2023 14:55;90.68;0;1407045629;3;93
230;06/10/2023 19:14;63.48;0;1407018303;3;29
1609;07/10/2023 12:16;36.78;0;1407004708;3;94
2515;07/10/2023 11:52;100.76;0;1407004707;3;0
2487;07/10/2023 11:42;43.56;0;1407022475;0;89
2544;07/10/2023 11:00;130.98;0;1407040610;3;94
837708;07/10/2023 15:45;55.45;0;1407062403;0;98
2834;07/10/2023 15:16;29.7;0;1407046036;0;122
1139;07/10/2023 15:09;342.57;0;1407023587;3;94
932;07/10/2023 14:35;29.7;0;1407022663;0;2
817371;07/10/2023 16:31;67.33;0;1407021295;0;100
2532;08/10/2023 09:43;43.08;0;1407026665;4;98
2478;08/10/2023 15:23;39.6;0;1407054290;0;89
2602;08/10/2023 21:23;29.7;0;1407004594;0;87
2550;09/10/2023 10:41;88.16;0;1407045629;3;94
2530;09/10/2023 09:48;35.64;0;1407004596;0;99
2558;09/10/2023 12:00;39.6;0;1407004595;0;90
1609;09/10/2023 11:37;35.26;0;1407004708;3;18
2559;09/10/2023 14:59;125.94;0;1407004726;3;94
1111;09/10/2023 13:41;109.32;0;1407004713;3;94
2507;09/10/2023 17:53;39.6;0;1407004592;0;98
2515;09/10/2023 17:45;178.84;0;1407004707;3;7
294;09/10/2023 17:18;75.31;0;1407020803;3;32
817374;09/10/2023 19:49;23.76;0;1407004737;0;90
837709;10/10/2023 09:51;40.3;0;1407022917;3;94
230;10/10/2023 09:39;88.16;0;1407018303;3;25
929;10/10/2023 09:31;57.93;0;1407004714;3;87
2539;10/10/2023 09:04;24.55;0;1407018026;0;99
837710;10/10/2023 08:48;27.21;0;1407058655;4;107
2487;10/10/2023 07:58;19.8;0;1407022475;0;99
1609;10/10/2023 13:14;40.3;0;1407004708;3;94
2476;10/10/2023 12:15;36.28;0;1407022662;4;100
2504;10/10/2023 11:58;33.27;0;1407004598;0;94
2834;10/10/2023 10:39;27.72;0;1407046036;0;122
2544;10/10/2023 16:24;136.02;0;1407040610;3;93
2530;10/10/2023 15:56;31.68;0;1407004596;0;0
1139;10/10/2023 15:08;342.57;0;1407023587;3;94
2487;10/10/2023 15:00;19.8;0;1407022475;0;117
294;10/10/2023 14:48;30.73;0;1407020803;3;52
817356;11/10/2023 08:17;23.76;0;1407004738;0;93
2374;11/10/2023 13:15;24.95;0;1407022474;0;22
2559;11/10/2023 12:33;50.38;0;1407004726;3;94
2559;11/10/2023 12:31;110.83;0;1407004726;3;94
2550;11/10/2023 11:23;120.91;0;1407045629;3;94
929;11/10/2023 14:12;41.81;0;1407004714;3;45
1624;11/10/2023 13:24;51.49;0;1407004711;0;94
1234;11/10/2023 17:37;55.42;0;1407004727;3;34
817369;11/10/2023 17:00;60.77;0;1407004729;4;19
230;11/10/2023 20:12;36.78;0;1407018303;3;29
2522;12/10/2023 03:43;11.88;0;1407009157;0;98
2530;12/10/2023 09:54;30.1;0;1407004596;0;99
2834;12/10/2023 09:45;15.85;0;1407046036;0;122
1889;12/10/2023 09:18;39.91;0;1407025486;4;90
929;12/10/2023 09:04;47.86;0;1407004714;3;5
1234;09/10/2023 16:53;120.91;0;1407004727;3;107
817359;12/10/2023 13:33;47.86;0;1407022916;3;94
817397;12/10/2023 12:59;19.8;0;1407004720;0;94
1609;12/10/2023 12:48;40.3;0;1407004708;3;94
932;12/10/2023 16:31;29.7;0;1407022663;0;122
2544;12/10/2023 15:52;100.76;0;1407040610;3;93
1139;12/10/2023 15:52;347.61;0;1407023587;3;94
817367;12/10/2023 15:02;15.84;0;1407027605;0;94
2502;12/10/2023 14:26;40.3;0;1407062407;3;94
230;12/10/2023 21:38;75.57;0;1407018303;3;118
2550;13/10/2023 11:41;89.17;0;1407045629;3;94
1609;13/10/2023 11:23;35.26;0;1407004708;3;18
2530;13/10/2023 10:22;29.7;0;1407004596;0;99
2539;13/10/2023 09:46;26.93;0;1407018026;0;90
218;13/10/2023 12:20;52.9;0;1407004717;3;94
294;13/10/2023 11:20;70.53;0;1407020803;3;30
837710;13/10/2023 16:38;33.56;0;1407058655;4;84
2532;13/10/2023 16:13;43.08;0;1407026665;4;94
2394;13/10/2023 16:01;130.98;0;1407020802;3;94
2522;13/10/2023 15:37;49.78;0;1407009157;0;102
1234;13/10/2023 15:17;100.76;0;1407004727;3;69
2544;13/10/2023 14:48;150.63;0;1407040610;3;93
2515;13/10/2023 13:44;178.34;0;1407004707;3;18
817397;13/10/2023 22:25;11.88;0;1407004720;0;98
2478;13/10/2023 19:21;19.8;0;1407054290;0;101
929;14/10/2023 09:26;70.53;0;1407004714;3;122
1609;14/10/2023 12:57;40.3;0;1407004708;3;94
2487;13/10/2023 09:52;39.6;0;1407022475;0;113
2558;14/10/2023 14:27;38.02;0;1407004595;0;102
2559;14/10/2023 14:20;151.13;0;1407004726;3;93
2537;14/10/2023 15:47;26.7;0;1407040611;3;95
1111;14/10/2023 19:20;62.47;0;1407004713;3;95
2374;15/10/2023 15:06;33.27;0;1407022474;0;28
2507;15/10/2023 19:35;39.6;0;1407004592;0;98
837708;15/10/2023 18:07;15.84;0;1407062403;0;109
2834;15/10/2023 11:45;24.95;0;1407046036;0;14
1624;16/10/2023 04:40;39.6;0;1407004711;0;93
2550;16/10/2023 10:39;100.76;0;1407045629;3;94
1609;16/10/2023 10:35;35.26;0;1407004708;3;18
837708;16/10/2023 10:35;15.84;0;1407062403;0;94
837708;16/10/2023 10:35;31.68;0;1407062403;0;94
1624;16/10/2023 11:32;23.76;0;1407004711;0;83
2602;16/10/2023 11:44;39.61;0;1407004594;0;122
2394;16/10/2023 17:24;176.32;0;1407020802;3;94
2544;16/10/2023 16:46;75.57;0;1407040610;3;93
1139;16/10/2023 15:31;347.61;0;1407023587;3;94
2537;16/10/2023 11:41;24.18;0;1407040611;3;95
817397;16/10/2023 18:05;19.8;0;1407004720;0;94
2504;16/10/2023 23:28;32.48;0;1407004598;0;89
2539;17/10/2023 09:59;25.74;0;1407018026;0;94
2530;17/10/2023 09:50;29.31;0;1407004596;0;99
230;17/10/2023 08:30;76.07;0;1407018303;3;13
2834;17/10/2023 16:21;19.8;0;1407046036;0;87
2834;17/10/2023 16:24;19.8;0;1407046036;0;87
817371;17/10/2023 16:18;57.43;0;1407021295;0;94
929;17/10/2023 12:40;63.48;0;1407004714;3;11
2487;17/10/2023 15:58;39.6;0;1407022475;0;100
837709;17/10/2023 15:11;107.3;0;1407022917;3;94
1609;17/10/2023 14:26;45.34;0;1407004708;3;18
2559;17/10/2023 16:04;105.29;0;1407004726;3;93
2478;17/10/2023 20:11;20.48;0;1407054290;0;94
2550;18/10/2023 10:04;117.38;0;1407045629;3;94
230;18/10/2023 07:44;56.42;0;1407018303;3;108
2834;18/10/2023 12:42;7.92;0;1407046036;0;87
2476;18/10/2023 11:54;36.28;0;1407022662;4;94
1889;18/10/2023 11:38;36.28;0;1407025486;4;94
932;18/10/2023 16:20;28.51;0;1407022663;0;2
1624;18/10/2023 16:11;45.15;0;1407004711;0;94
1234;18/10/2023 16:04;108.31;0;1407004727;3;15
2394;18/10/2023 15:37;161.21;0;1407020802;3;94
1139;18/10/2023 15:33;347.61;0;1407023587;3;94
230;19/10/2023 07:04;99.24;0;1407018303;3;29
837710;19/10/2023 09:52;38.1;0;1407058655;4;87
2530;19/10/2023 09:51;36.44;0;1407004596;0;99
2522;19/10/2023 09:23;56.24;0;1407009157;0;102
929;19/10/2023 09:11;57.94;0;1407004714;3;122
294;19/10/2023 08:11;69.52;0;1407020803;3;122
2558;19/10/2023 07:41;30.1;0;1407004595;0;93
817369;19/10/2023 10:32;37.64;0;1407004729;4;21
2472;19/10/2023 10:11;37.19;0;1407044677;4;94
2549;19/10/2023 13:34;3.96;0;1407024331;0;28
2487;19/10/2023 14:47;31.68;0;1407022475;0;26
2559;19/10/2023 13:53;103.27;0;1407004726;3;94
2537;19/10/2023 13:57;38.29;0;1407040611;3;95
1609;19/10/2023 13:13;50.38;0;1407004708;3;94
2532;19/10/2023 10:43;40.82;0;1407026665;4;113
929;20/10/2023 06:44;49.37;0;1407004714;3;78
2374;20/10/2023 09:59;37.62;0;1407022474;0;3
2515;20/10/2023 12:19;191.44;0;1407004707;3;7
2550;20/10/2023 12:09;195.47;0;1407045629;3;94
