date,v1,odometre,matricule
2023-06-07 11:12:00,7.0,,218
2023-06-07 11:40:00,26.0,,218
2023-06-07 11:47:00,24.0,,218
2023-06-07 13:16:00,8.0,,218
2023-07-07 10:46:00,2.0,,218
2023-07-07 14:02:00,3.0,,218
2023-08-07 07:49:00,33.0,,218
2023-08-07 10:17:00,17.0,,218
2023-08-07 10:20:00,27.0,,218
2023-08-07 10:46:00,23.0,,218
2023-08-07 11:32:00,0.0,,218
2023-08-07 14:32:00,1.0,,218
2023-08-07 14:37:00,3.0,,218
2023-10-07 09:05:00,6.0,,218
2023-10-07 11:38:00,2.0,,218
2023-10-07 13:07:00,9.0,,218
2023-11-07 08:43:00,3.0,,218
2023-11-07 13:49:00,2.0,,218
2023-12-07 07:35:00,7.0,,218
2023-12-07 12:59:00,18.0,,218
2023-07-13 08:34:00,2.0,,218
2023-07-13 08:35:00,11.0,,218
2023-07-13 09:57:00,10.0,,218
2023-07-13 10:04:00,22.0,,218
2023-07-13 12:27:00,4.0,,218
2023-07-13 13:36:00,15.0,,218
2023-07-13 14:08:00,19.0,,218
2023-07-14 05:43:00,4.0,,218
2023-07-14 07:13:00,4.0,,218
2023-07-14 09:29:00,0.0,,218
2023-07-14 09:35:00,9.0,,218
2023-07-14 12:11:00,27.0,,218
2023-07-14 13:40:00,25.0,,218
2023-07-14 13:57:00,15.0,,218
2023-07-15 07:43:00,15.0,,218
2023-07-15 07:54:00,13.0,,218
2023-07-15 08:13:00,2.0,,218
2023-07-15 08:15:00,14.0,,218
2023-07-15 08:31:00,4.0,,218
2023-07-15 10:16:00,0.0,,218
2023-07-17 10:07:00,1.0,,218
2023-07-17 12:23:00,26.0,,218
2023-07-18 09:01:00,19.0,,218
2023-07-18 10:11:00,11.0,,218
2023-07-18 12:12:00,0.0,,218
2023-07-18 13:15:00,1.0,,218
2023-07-19 10:26:00,1.0,,218
2023-07-19 11:22:00,5.0,,218
2023-07-19 11:38:00,10.0,,218
2023-07-19 15:15:00,11.0,,218
2023-07-20 07:31:00,1.0,,218
2023-07-20 07:47:00,33.0,,218
2023-07-20 07:48:00,40.0,,218
2023-07-20 09:43:00,18.0,,218
2023-07-20 10:42:00,11.0,,218
2023-07-20 15:11:00,4.0,,218
2023-07-21 06:59:00,39.0,,218
2023-07-21 09:54:00,11.0,,218
2023-07-21 11:09:00,5.0,,218
2023-07-21 11:29:00,2.0,,218
2023-07-21 11:44:00,20.0,,218
2023-07-21 14:00:00,5.0,,218
2023-07-24 07:54:00,3.0,,218
2023-07-26 07:52:00,14.0,,218
2023-07-26 09:37:00,13.0,,218
2023-07-26 10:18:00,22.0,,218
2023-07-26 10:25:00,18.0,,218
2023-07-26 14:45:00,2.0,,218
2023-07-26 15:40:00,35.0,,218
2023-07-26 16:11:00,1.0,,218
2023-07-26 16:56:00,1.0,,218
2023-07-26 19:20:00,33.0,,218
2023-07-27 08:00:00,10.0,,218
2023-07-27 10:29:00,5.0,,218
2023-07-28 08:14:00,4.0,,218
2023-07-28 08:33:00,7.0,,218
2023-07-28 10:26:00,6.0,,218
2023-07-29 07:54:00,2.0,,218
2023-07-29 10:30:00,2.0,,218
2023-07-31 10:39:00,27.0,,218
2023-01-08 09:43:00,0.0,,218
2023-01-08 10:22:00,2.0,,218
2023-01-08 11:15:00,1.0,,218
2023-01-08 11:24:00,5.0,,218
2023-01-08 12:02:00,1.0,,218
2023-01-08 14:46:00,0.0,,218
2023-02-08 09:08:00,2.0,,218
2023-02-08 10:05:00,5.0,,218
2023-02-08 11:08:00,1.0,,218
2023-02-08 11:12:00,10.0,,218
2023-03-08 06:17:00,5.0,,218
2023-03-08 08:07:00,17.0,,218
2023-03-08 08:41:00,6.0,,218
2023-03-08 08:49:00,11.0,,218
2023-03-08 13:44:00,0.0,,218
2023-04-08 07:00:00,4.0,,218
2023-04-08 10:30:00,18.0,,218
2023-04-08 11:22:00,3.0,,218
2023-04-08 11:23:00,17.0,,218
2023-04-08 11:41:00,41.0,,218
2023-05-08 07:56:00,1.0,,218
2023-05-08 09:03:00,16.0,,218
2023-05-08 09:11:00,7.0,,218
2023-06-08 06:40:00,1.0,,218
2023-06-08 10:37:00,13.0,,218
2023-07-08 08:08:00,17.0,,218
2023-07-08 10:41:00,13.0,,218
2023-07-08 10:42:00,30.0,,218
2023-07-08 10:51:00,45.0,,218
2023-07-08 11:02:00,42.0,,218
2023-08-08 07:52:00,11.0,,218
2023-08-08 09:48:00,0.0,,218
2023-08-08 12:10:00,1.0,,218
2023-08-08 13:20:00,0.0,,218
2023-09-08 08:43:00,0.0,,218
2023-09-08 08:49:00,7.0,,218
2023-09-08 11:04:00,23.0,,218
2023-09-08 11:15:00,25.0,,218
2023-09-08 14:15:00,12.0,,218
2023-09-08 19:10:00,2.0,,218
2023-10-08 12:07:00,1.0,,218
2023-10-08 12:35:00,24.0,,218
2023-10-08 12:52:00,27.0,,218
2023-10-08 17:50:00,13.0,,218
2023-11-08 08:35:00,2.0,,218
2023-11-08 10:10:00,4.0,,218
2023-11-08 11:06:00,12.0,,218
2023-11-08 11:44:00,35.0,,218
2023-12-08 07:46:00,11.0,,218
2023-12-08 09:30:00,11.0,,218
2023-12-08 09:57:00,7.0,,218
2023-12-08 11:21:00,37.0,,218
2023-12-08 12:46:00,11.0,,218
2023-12-08 14:21:00,7.0,,218
2023-08-14 09:43:00,0.0,,218
2023-08-14 18:59:00,31.0,,218
2023-08-15 07:24:00,9.0,,218
2023-08-15 08:04:00,27.0,,218
2023-08-15 11:02:00,2.0,,218
2023-08-15 15:12:00,4.0,,218
2023-08-16 10:01:00,10.0,,218
2023-08-16 11:39:00,31.0,,218
2023-08-16 12:11:00,10.0,,218
2023-08-17 13:47:00,2.0,,218
2023-08-17 18:08:00,0.0,,218
2023-08-18 07:53:00,0.0,,218
2023-08-18 08:06:00,12.0,,218
2023-08-18 11:17:00,7.0,,218
2023-08-19 11:42:00,4.0,,218
2023-08-19 13:11:00,7.0,,218
2023-08-20 07:00:00,36.0,,218
2023-08-20 09:18:00,8.0,,218
2023-08-20 17:53:00,13.0,,218
2023-08-20 18:18:00,13.0,,218
2023-08-21 08:30:00,0.0,,218
2023-08-21 12:22:00,3.0,,218
2023-08-22 09:35:00,1.0,,218
2023-08-22 09:41:00,4.0,,218
2023-08-22 10:46:00,8.0,,218
2023-08-22 14:36:00,12.0,,218
2023-08-22 18:09:00,4.0,,218
2023-08-23 08:02:00,4.0,,218
2023-08-23 08:39:00,17.0,,218
2023-08-24 07:38:00,12.0,,218
2023-08-24 10:48:00,10.0,,218
2023-08-24 11:11:00,31.0,,218
2023-08-25 07:34:00,1.0,,218
2023-08-25 08:02:00,5.0,,218
2023-08-25 08:04:00,13.0,,218
2023-08-25 09:47:00,2.0,,218
2023-08-25 10:39:00,33.0,,218
2023-08-28 08:22:00,11.0,,218
2023-08-28 12:30:00,4.0,,218
2023-08-28 12:55:00,3.0,,218
2023-08-28 14:27:00,13.0,,218
2023-08-28 14:52:00,4.0,,218
2023-08-29 07:56:00,7.0,,218
2023-08-29 08:09:00,10.0,,218
2023-08-29 08:38:00,20.0,,218
2023-08-29 08:40:00,37.0,,218
2023-08-29 09:29:00,27.0,,218
2023-08-29 09:59:00,9.0,,218
2023-08-29 11:33:00,8.0,,218
2023-08-29 12:29:00,2.0,,218
2023-08-29 12:30:00,10.0,,218
2023-08-29 14:40:00,11.0,,218
2023-08-29 14:47:00,1.0,,218
2023-08-30 07:06:00,5.0,,218
2023-08-30 07:07:00,13.0,,218
2023-08-30 08:04:00,26.0,,218
2023-08-30 09:22:00,28.0,,218
2023-08-30 11:45:00,23.0,,218
2023-08-30 12:48:00,5.0,,218
2023-08-30 12:53:00,15.0,,218
2023-08-30 13:29:00,0.0,,218
2023-08-30 14:59:00,1.0,,218
2023-08-31 09:47:00,3.0,,218
2023-08-31 14:32:00,6.0,,218
2023-08-31 15:14:00,27.0,,218
2023-01-09 07:57:00,30.0,,218
2023-01-09 11:45:00,2.0,,218
2023-02-09 08:25:00,0.0,,218
2023-02-09 08:36:00,8.0,,218
2023-02-09 11:30:00,18.0,,218
2023-02-09 11:54:00,24.0,,218
2023-02-09 13:04:00,5.0,,218
2023-02-09 13:07:00,28.0,,218
2023-04-09 07:00:00,9.0,,218
2023-04-09 11:05:00,1.0,,218
2023-04-09 13:52:00,36.0,,218
2023-04-09 16:23:00,26.0,,218
2023-04-09 16:25:00,37.0,,218
2023-05-09 08:11:00,26.0,,218
2023-05-09 12:25:00,22.0,,218
2023-06-09 07:44:00,5.0,,218
2023-06-09 11:33:00,1.0,,218
2023-06-09 11:55:00,0.0,,218
2023-06-09 14:14:00,0.0,,218
2023-06-09 14:37:00,2.0,,218
2023-06-09 14:44:00,17.0,,218
2023-06-09 16:56:00,6.0,,218
2023-07-09 07:02:00,26.0,,218
2023-07-09 08:38:00,15.0,,218
2023-07-09 12:12:00,0.0,,218
2023-07-09 15:22:00,1.0,,218
2023-08-09 07:23:00,1.0,,218
2023-08-09 09:20:00,8.0,,218
2023-08-09 10:19:00,7.0,,218
2023-08-09 11:34:00,7.0,,218
2023-08-09 15:23:00,0.0,,218
2023-09-09 08:25:00,3.0,,218
2023-09-09 09:52:00,1.0,,218
2023-09-09 11:06:00,23.0,,218
2023-09-09 13:15:00,18.0,,218
2023-09-09 17:42:00,7.0,,218
2023-09-09 17:57:00,1.0,,218
2023-09-09 18:43:00,1.0,,218
2023-10-09 07:20:00,3.0,,218
2023-11-09 08:47:00,7.0,,218
2023-11-09 12:25:00,31.0,,218
2023-11-09 14:28:00,21.0,,218
2023-11-09 14:34:00,16.0,,218
2023-11-09 14:55:00,8.0,,218
2023-11-09 15:51:00,14.0,,218
2023-11-09 15:53:00,33.0,,218
2023-11-09 16:47:00,3.0,,218
2023-11-09 16:56:00,10.0,,218
2023-12-09 07:15:00,5.0,,218
2023-12-09 12:31:00,5.0,,218
2023-12-09 14:11:00,28.0,,218
2023-12-09 15:52:00,10.0,,218
2023-12-09 16:09:00,17.0,,218
2023-09-13 07:48:00,1.0,,218
2023-09-13 14:17:00,10.0,,218
2023-09-13 16:30:00,3.0,,218
2023-09-14 04:06:00,0.0,,218
2023-09-14 10:44:00,8.0,,218
2023-09-14 12:22:00,1.0,,218
2023-09-14 17:02:00,23.0,,218
2023-09-15 10:40:00,28.0,,218
2023-09-15 16:23:00,2.0,,218
2023-09-16 08:15:00,5.0,,218
2023-09-18 07:50:00,33.0,,218
2023-09-18 11:02:00,6.0,,218
2023-09-18 11:25:00,6.0,,218
2023-09-18 11:53:00,19.0,,218
2023-09-18 14:07:00,2.0,,218
2023-09-19 10:48:00,15.0,,218
2023-09-19 11:26:00,23.0,,218
2023-09-19 12:22:00,29.0,,218
2023-09-19 12:28:00,24.0,,218
2023-09-19 12:35:00,23.0,,218
2023-09-19 14:31:00,9.0,,218
2023-09-19 16:34:00,0.0,,218
2023-09-20 10:09:00,3.0,,218
2023-09-20 11:16:00,11.0,,218
2023-09-20 11:21:00,27.0,,218
2023-09-20 12:26:00,17.0,,218
2023-09-21 11:57:00,6.0,,218
2023-09-21 13:56:00,7.0,,218
2023-09-21 15:17:00,17.0,,218
2023-09-21 16:39:00,4.0,,218
2023-09-22 11:58:00,1.0,,218
2023-09-22 16:48:00,26.0,,218
2023-09-23 08:07:00,5.0,,218
2023-09-23 12:34:00,0.0,,218
2023-09-23 12:37:00,20.0,,218
2023-09-23 12:38:00,39.0,,218
2023-09-24 11:06:00,21.0,,218
2023-09-25 09:13:00,6.0,,218
2023-09-25 09:36:00,0.0,,218
2023-09-25 11:48:00,5.0,,218
2023-09-25 14:36:00,4.0,,218
2023-09-25 14:53:00,13.0,,218
2023-09-25 16:52:00,29.0,,218
2023-09-26 07:41:00,20.0,,218
2023-09-26 07:52:00,11.0,,218
2023-09-26 07:56:00,14.0,,218
2023-09-26 09:07:00,25.0,,218
2023-09-26 10:37:00,20.0,,218
2023-09-26 10:43:00,24.0,,218
2023-09-26 12:04:00,9.0,,218
2023-09-26 12:26:00,10.0,,218
2023-09-26 12:37:00,7.0,,218
2023-09-28 11:07:00,5.0,,218
2023-09-28 11:56:00,0.0,,218
2023-09-28 12:31:00,0.0,,218
2023-09-28 13:56:00,2.0,,218
2023-09-28 14:06:00,5.0,,218
2023-09-28 14:23:00,32.0,,218
2023-09-28 16:51:00,16.0,,218
2023-09-29 10:13:00,3.0,,218
2023-09-29 15:49:00,28.0,,218
2023-09-29 15:50:00,38.0,,218
2023-09-29 16:25:00,8.0,,218
2023-09-30 07:10:00,8.0,,218
2023-09-30 08:35:00,11.0,,218
2023-09-30 10:52:00,16.0,,218
2023-09-30 12:09:00,13.0,,218
2023-09-30 12:11:00,33.0,,218
2023-09-30 13:02:00,16.0,,218
2023-09-30 13:24:00,6.0,,218
2023-01-10 08:14:00,11.0,,218
2023-02-10 08:59:00,0.0,,218
2023-02-10 09:33:00,23.0,,218
2023-02-10 13:59:00,33.0,,218
2023-02-10 14:55:00,20.0,,218
2023-03-10 07:51:00,11.0,,218
2023-03-10 11:10:00,9.0,,218
2023-03-10 13:52:00,17.0,,218
2023-04-10 07:57:00,4.0,,218
2023-04-10 07:57:00,13.0,,218
2023-04-10 10:31:00,0.0,,218
2023-04-10 11:38:00,0.0,,218
2023-04-10 14:36:00,21.0,,218
2023-05-10 07:52:00,12.0,,218
2023-05-10 08:01:00,23.0,,218
2023-05-10 16:17:00,9.0,,218
2023-06-10 10:48:00,0.0,,218
2023-06-10 11:45:00,13.0,,218
2023-07-10 07:10:00,5.0,,218
2023-07-10 08:23:00,3.0,,218
2023-07-10 08:37:00,24.0,,218
2023-07-10 09:14:00,7.0,,218
2023-07-10 09:16:00,20.0,,218
2023-08-10 16:54:00,0.0,,218
2023-09-10 09:11:00,28.0,,218
2023-09-10 10:04:00,3.0,,218
2023-09-10 11:16:00,5.0,,218
2023-09-10 12:15:00,2.0,,218
2023-09-10 15:39:00,19.0,,218
2023-10-10 08:03:00,0.0,,218
2023-10-10 08:18:00,21.0,,218
2023-10-10 09:09:00,15.0,,218
2023-10-10 09:17:00,23.0,,218
2023-10-10 11:03:00,13.0,,218
2023-10-10 12:19:00,8.0,,218
2023-10-10 12:21:00,34.0,,218
2023-10-10 13:54:00,20.0,,218
2023-11-10 10:14:00,3.0,,218
2023-11-10 16:19:00,19.0,,218
2023-12-10 07:35:00,28.0,,218
2023-12-10 07:59:00,11.0,,218
2023-12-10 09:00:00,5.0,,218
2023-12-10 10:03:00,15.0,,218
2023-12-10 11:07:00,10.0,,218
2023-12-10 11:20:00,22.0,,218
2023-12-10 16:00:00,1.0,,218
2023-10-13 07:06:00,1.0,,218
2023-10-13 09:59:00,26.0,,218
2023-10-13 10:55:00,27.0,,218
2023-10-13 15:39:00,7.0,,218
2023-10-13 17:36:00,26.0,,218
2023-10-13 18:03:00,4.0,,218
2023-10-14 07:46:00,1.0,,218
2023-10-14 08:06:00,2.0,,218
2023-10-14 09:58:00,1.0,,218
2023-10-14 12:17:00,5.0,,218
2023-10-15 07:24:00,0.0,,218
2023-10-15 10:06:00,7.0,,218
2023-10-16 08:05:00,17.0,,218
2023-10-16 10:58:00,6.0,,218
2023-10-16 11:01:00,30.0,,218
2023-10-16 11:24:00,11.0,,218
2023-10-16 12:01:00,8.0,,218
2023-10-16 15:48:00,0.0,,218
2023-10-16 16:53:00,1.0,,218
2023-10-17 07:25:00,20.0,,218
2023-10-17 14:26:00,3.0,,218
2023-10-17 15:04:00,0.0,,218
2023-10-17 16:52:00,5.0,,218
2023-10-17 17:54:00,13.0,,218
2023-10-18 09:32:00,17.0,,218
2023-10-18 11:32:00,20.0,,218
2023-10-18 12:31:00,26.0,,218
2023-10-19 07:21:00,9.0,,218
2023-10-19 08:21:00,0.0,,218
2023-10-19 10:36:00,5.0,,218
2023-10-19 11:32:00,7.0,,218
2023-10-19 16:48:00,14.0,,218
2023-10-19 17:00:00,8.0,,218
2023-10-20 07:23:00,1.0,,218
2023-10-20 07:57:00,9.0,,218
2023-10-20 10:30:00,1.0,,218
2023-10-20 11:30:00,0.0,,218
2023-10-20 11:46:00,8.0,,218
2023-10-20 17:17:00,13.0,,218
2023-10-22 07:52:00,8.0,,218
2023-10-23 09:51:00,0.0,,218
2023-10-23 11:03:00,0.0,,218
2023-10-24 07:48:00,18.0,,218
2023-10-24 08:08:00,9.0,,218
2023-10-24 11:56:00,2.0,,218
2023-10-24 12:51:00,26.0,,218
2023-10-24 13:03:00,8.0,,218
2023-10-25 09:16:00,2.0,,218
2023-10-25 10:11:00,16.0,,218
2023-10-25 11:42:00,6.0,,218
2023-10-25 12:25:00,11.0,,218
2023-10-25 12:33:00,24.0,,218
2023-10-25 14:04:00,14.0,,218
2023-10-25 14:29:00,3.0,,218
2023-10-25 14:30:00,15.0,,218
2023-10-26 07:03:00,1.0,,218
2023-10-26 08:46:00,4.0,,218
2023-10-26 09:48:00,13.0,,218
2023-10-26 14:00:00,6.0,,218
2023-10-27 07:35:00,21.0,,218
2023-10-27 07:37:00,33.0,,218
2023-10-27 07:43:00,10.0,,218
2023-10-27 07:53:00,13.0,,218
2023-10-27 09:12:00,8.0,,218
2023-10-27 09:46:00,14.0,,218
2023-10-27 09:55:00,0.0,,218
2023-10-27 11:30:00,1.0,,218
2023-10-27 15:50:00,3.0,,218
2023-10-28 11:01:00,24.0,,218
2023-10-28 13:07:00,16.0,,218
2023-10-28 13:38:00,11.0,,218
2023-10-28 13:43:00,17.0,,218
2023-10-29 07:04:00,5.0,,218
2023-10-30 07:08:00,2.0,,218
2023-10-30 07:58:00,5.0,,218
2023-10-30 12:13:00,3.0,,218
2023-10-30 15:43:00,7.0,,218
2023-10-30 16:12:00,9.0,,218
2023-10-31 12:04:00,22.0,,218
2023-01-11 07:16:00,5.0,,218
2023-01-11 07:55:00,9.0,,218
2023-01-11 09:36:00,10.0,,218
2023-01-11 12:20:00,36.0,,218
2023-01-11 15:55:00,8.0,,218
2023-01-11 16:37:00,26.0,,218
2023-02-11 08:08:00,7.0,,218
2023-02-11 11:57:00,10.0,,218
2023-02-11 13:53:00,23.0,,218
2023-02-11 15:49:00,3.0,,218
2023-02-11 16:16:00,2.0,,218
2023-02-11 17:26:00,0.0,,218
2023-02-11 18:39:00,2.0,,218
2023-02-11 19:15:00,7.0,,218
2023-02-11 19:23:00,4.0,,218
2023-03-11 08:12:00,0.0,,218
2023-03-11 08:18:00,11.0,,218
2023-03-11 14:01:00,24.0,,218
2023-03-11 14:55:00,23.0,,218
2023-03-11 16:02:00,7.0,,218
2023-03-11 16:52:00,9.0,,218
2023-04-11 07:47:00,2.0,,218
2023-04-11 09:06:00,2.0,,218
2023-04-11 12:26:00,4.0,,218
2023-05-11 07:43:00,11.0,,218
2023-06-11 07:57:00,18.0,,218
2023-06-11 08:36:00,9.0,,218
2023-06-11 12:18:00,5.0,,218
2023-06-11 14:42:00,3.0,,218
2023-06-11 15:47:00,5.0,,218
2023-06-11 16:19:00,1.0,,218
2023-07-11 09:14:00,2.0,,218
2023-07-11 09:28:00,9.0,,218
2023-07-11 10:46:00,5.0,,218
2023-07-11 12:07:00,24.0,,218
2023-07-11 13:58:00,19.0,,218
2023-07-11 16:22:00,6.0,,218
2023-08-11 07:48:00,9.0,,218
2023-08-11 07:56:00,20.0,,218
2023-08-11 11:09:00,4.0,,218
2023-08-11 13:38:00,1.0,,218
2023-08-11 13:49:00,15.0,,218
2023-08-11 14:26:00,13.0,,218
2023-08-11 15:48:00,6.0,,218
2023-08-11 16:46:00,7.0,,218
2023-09-11 07:38:00,1.0,,218
2023-09-11 09:50:00,15.0,,218
2023-09-11 10:34:00,25.0,,218
2023-09-11 14:09:00,7.0,,218
2023-09-11 16:40:00,1.0,,218
2023-09-11 18:28:00,10.0,,218
2023-10-11 07:58:00,1.0,,218
2023-10-11 08:16:00,5.0,,218
2023-10-11 08:47:00,4.0,,218
2023-10-11 10:38:00,18.0,,218
2023-10-11 10:41:00,23.0,,218
2023-10-11 15:34:00,9.0,,218
2023-11-11 09:19:00,1.0,,218
2023-11-11 09:20:00,23.0,,218
2023-11-11 10:31:00,17.0,,218
2023-11-11 10:32:00,35.0,,218
2023-11-11 11:02:00,26.0,,218
2023-11-11 12:17:00,3.0,,218
2023-11-11 13:07:00,0.0,,218
2023-11-13 07:21:00,0.0,,218
2023-11-13 07:58:00,7.0,,218
2023-11-13 10:48:00,5.0,,218
2023-11-13 11:25:00,19.0,,218
2023-11-13 14:25:00,27.0,,218
2023-11-13 18:23:00,4.0,,218
2023-11-13 18:27:00,21.0,,218
2023-11-13 18:37:00,11.0,,218
2023-11-14 03:49:00,26.0,,218
2023-11-14 07:58:00,6.0,,218
2023-11-14 08:36:00,0.0,,218
2023-11-14 14:25:00,0.0,,218
2023-11-14 14:27:00,19.0,,218
2023-11-15 09:38:00,9.0,,218
2023-11-15 09:40:00,15.0,,218
2023-11-15 12:12:00,2.0,,218
2023-11-15 12:21:00,0.0,,218
2023-11-15 15:08:00,0.0,,218
2023-11-15 16:45:00,3.0,,218
2023-11-16 08:53:00,1.0,,218
2023-11-16 08:55:00,15.0,,218
2023-11-16 09:56:00,12.0,,218
2023-11-16 13:29:00,9.0,,218
2023-11-16 14:17:00,11.0,,218
2023-11-17 10:49:00,28.0,,218
2023-11-17 11:49:00,34.0,,218
2023-11-17 14:23:00,11.0,,218
2023-11-17 14:39:00,2.0,,218
2023-11-17 16:12:00,2.0,,218
2023-11-17 16:34:00,0.0,,218
2023-11-18 10:25:00,4.0,,218
2023-11-18 11:24:00,36.0,,218
2023-11-19 08:10:00,24.0,,218
2023-11-20 07:52:00,7.0,,218
2023-11-20 08:51:00,17.0,,218
2023-11-20 12:13:00,1.0,,218
2023-11-20 16:25:00,28.0,,218
2023-11-20 18:27:00,25.0,,218
2023-11-21 07:37:00,13.0,,218
2023-11-21 07:48:00,18.0,,218
2023-11-21 07:56:00,4.0,,218
2023-11-21 08:52:00,11.0,,218
2023-11-21 09:11:00,14.0,,218
2023-11-21 10:01:00,0.0,,218
2023-11-21 14:36:00,6.0,,218
2023-11-21 15:15:00,20.0,,218
2023-11-21 16:51:00,42.0,,218
